cycle,length(car),delta_medio,flusso_medio,vel_media,auto_ferme,cum_acc,n_trips
0,3500,0.0,0.0,0.0,99.97143673236218,0.0,0
60,3500,37.237419121129946,3.9318181818181817,17.993455792317786,28.36332476435304,631.7183660512543,64
120,3499,38.401820288093,11.49090909090909,20.268060567786893,22.37142857142857,667.5440612804264,113
180,3499,40.50381347220875,20.931818181818183,18.15028796458052,27.257142857142856,493.4643760283401,221
240,3499,42.811086698713886,31.62727272727273,18.935101062370105,28.2,403.539850038959,355
300,3500,43.630267121739784,43.263636363636365,19.87857055455496,28.449014567266495,334.83229442060843,528
360,3499,45.63717739892205,53.91818181818182,18.156532040172646,31.02857142857143,283.6028249172634,734
420,3499,49.18360595607981,64.39090909090909,17.45181825391887,30.085714285714285,238.56418417556137,1007
480,3500,51.972187867680226,74.78181818181818,19.428548477896356,29.93430448443302,221.99792369800122,1232
540,3500,55.94342249014223,84.74545454545455,18.476744035123218,29.248786061125394,205.16289141984137,1488
600,3500,60.213070381023115,95.91818181818182,18.800746355334354,30.105684090259924,189.7465440771888,1779
660,3500,63.12332762529686,105.35909090909091,17.50990006026624,33.59040274207369,180.61846026667047,2045
720,3500,64.6227560626949,114.5909090909091,17.378013353261423,29.93430448443302,171.9347735563367,2328
780,3500,65.6314767161806,124.89090909090909,18.286077639070996,30.362753499000284,165.09053791859927,2616
840,3500,67.81645501145765,135.56363636363636,18.860888154502554,29.734361610968296,158.2802003724241,2935
900,3499,66.57910424109947,144.92727272727274,16.99547310086615,28.571428571428573,154.2089904943116,3217
960,3500,66.70256655242946,154.9090909090909,18.433457378740083,28.734647243644673,150.2996626202777,3518
1020,3499,68.65452436030209,164.52727272727273,18.077367770334895,33.114285714285714,147.98559558094843,3790
1080,3499,69.51914958448572,174.0590909090909,17.000801567343384,32.8,144.36080444221895,4104
1140,3499,70.93626411638361,183.1,17.80215251306569,30.82857142857143,142.73977976353268,4376
1200,3500,71.86991043006405,192.4090909090909,17.080458452272342,34.304484433019134,140.53103460478965,4669
1260,3499,70.65729875396015,201.70454545454547,17.510141119541203,32.05714285714286,139.13159050617148,4945
1320,3499,70.75519284727518,211.24545454545455,18.586790264547282,29.37142857142857,138.2107749384784,5213
1380,3500,72.58137543002906,220.8318181818182,17.83383233840178,30.734075978291916,136.5510693610195,5515
1440,3500,68.52570038158912,230.5772727272727,18.045860055051918,31.07683518994573,135.11296430037675,5817
1500,3499,70.41731332257527,240.34545454545454,18.24801355569817,28.514285714285716,133.51372699193396,6130
1560,3500,68.38845377788891,249.70454545454547,17.672494363217723,31.133961725221365,132.80293510654045,6405
1620,3500,68.64797419381115,260.1454545454545,19.00937847539537,29.70579834333048,132.36209990638423,6668
1680,3499,68.86334880435795,269.5,17.737055541004572,32.142857142857146,131.1177990563603,6969
1740,3500,69.05006274149534,277.94545454545454,15.702399654898807,35.61839474435875,130.78433123670038,7223
1800,3500,69.16279825838384,287.04545454545456,17.47087801082286,33.59040274207369,129.80594088722552,7518
1860,3499,68.34557776883776,296.7909090909091,17.679438422310103,31.085714285714285,129.4709933108703,7779
1920,3500,70.8981738858896,306.83181818181816,16.798208548522013,36.13253356183947,128.78202517811565,8064
1980,3499,72.33939586247939,316.3863636363636,16.737487901664394,35.371428571428574,128.23434838148785,8339
2040,3499,71.33001231919694,325.1,16.91794159916458,35.2,127.73689090939928,8614
2100,3500,68.32737029235555,334.9318181818182,17.644071313600346,31.21965152813482,126.78442019903154,8927
2160,3499,66.88708220246652,343.74545454545455,17.321803451056706,33.114285714285714,126.12595342612758,9221
2220,3499,66.63524347115657,352.71363636363634,16.896102234829247,34.65714285714286,125.5186657365736,9515
2280,3499,63.01920557094801,362.0863636363636,17.50154158086356,33.42857142857143,125.17271663134392,9792
2340,3499,61.235644786675245,371.76363636363635,18.656643816931645,34.0,124.57758532914161,10089
2400,3499,60.918769727343545,381.70454545454544,17.76368251575622,31.485714285714284,124.12273842057536,10379
2460,3500,61.685924509908446,389.9318181818182,16.690107007287693,34.27592116538132,123.64450169354262,10671
