cycle,length(car),delta_medio,flusso_medio,vel_media,auto_ferme,cum_acc,n_trips
0,3500,0.0,0.0,0.0,99.97143673236218,0.0,0
60,3500,49.078230321216914,3.5863636363636364,17.483536655098256,28.563267637817766,544.8143634401544,74
120,3499,49.47380729835285,10.595454545454546,20.60922276909359,21.114285714285714,500.1888849464044,151
180,3499,52.4002048208325,20.595454545454544,17.91470449994679,30.37142857142857,401.04770300303636,272
240,3499,53.10696537962437,29.990909090909092,18.01497737591839,29.37142857142857,339.1765159534856,420
300,3500,54.7980977841503,40.6,19.1703543949393,29.16309625821194,300.4350208033869,587
360,3499,57.15249362636268,52.163636363636364,18.07782088193484,31.885714285714286,266.1622385282285,785
420,3499,59.91160475102788,63.64090909090909,18.72639842172076,28.857142857142858,243.57991358465134,993
480,3500,62.06469629522188,75.03636363636363,19.820992271900604,26.07826335332762,223.92285363205525,1230
540,3500,65.34101548195108,86.6,18.591667492485083,28.934590117109398,206.88625518459978,1490
600,3499,67.20085265333117,96.91363636363636,18.142484116161572,28.97142857142857,192.49471600430758,1773
660,3500,69.05286600602977,106.87727272727273,18.701047732272798,27.392173664667236,181.5512595544124,2061
720,3500,69.35701035529468,115.87272727272727,17.276067690297833,32.87632105112825,171.06294737378346,2370
780,3499,69.88286753895339,124.47727272727273,17.776686185130764,30.942857142857143,164.04204126942756,2667
840,3499,70.1235916755462,133.88636363636363,18.619708465579432,29.885714285714286,158.7599667323435,2958
900,3500,68.25188739186817,143.91363636363636,17.299884315132907,31.59097400742645,155.48286888001246,3225
960,3500,70.13033257399792,154.46818181818182,18.38679809294705,28.90602684947158,151.65814660997964,3523
1020,3500,72.60689917120105,164.05,17.130524694459403,34.218794630105684,147.68627641700223,3833
1080,3500,72.3164418594598,173.5818181818182,17.20291561851873,33.13339045986861,145.07315084442055,4118
1140,3499,71.10568477090305,183.14545454545456,18.440366051778053,30.057142857142857,143.97917084082792,4372
1200,3499,71.04777927964153,193.02272727272728,17.472692103457543,32.714285714285715,141.98697870020413,4656
1260,3500,75.21831538556222,200.7590909090909,15.653145745269372,37.53213367609254,140.0236342908964,4940
1320,3500,75.05242478901359,210.5772727272727,18.10408673049637,29.4201656669523,138.17770779692233,5238
1380,3499,72.89113283581618,221.36818181818182,17.16038229392224,34.08571428571429,137.1803816039289,5505
1440,3500,71.58783888139628,229.80454545454546,17.423032761294152,30.991145387032276,136.7340026454915,5753
1500,3499,74.25906249980493,240.04545454545453,17.821494971686523,34.0,135.61440820636105,6037
1560,3500,78.03395616572017,249.36818181818182,16.986640176751802,31.84804341616681,134.23244082465547,6333
1620,3500,78.01907012393698,259.2590909090909,17.173086104698484,31.162524992859183,132.96276863031954,6637
1680,3500,78.23833554667942,269.1318181818182,18.157495915770504,27.277920594115965,131.9886221269072,6937
1740,3500,82.94989621605829,277.56363636363636,17.04762095876641,32.87632105112825,130.62886052667875,7254
1800,3499,81.72767255741566,286.90909090909093,17.556823733368883,31.514285714285716,130.29766677310164,7523
1860,3499,80.9805439604697,297.7590909090909,19.075926899212117,27.65714285714286,130.0940190098033,7789
1920,3499,81.77872798752797,307.2818181818182,18.90473779826275,29.17142857142857,129.26469962621232,8089
1980,3500,81.02028043788751,317.21363636363634,18.498592181837836,30.01999428734647,128.79293932946376,8370
2040,3499,84.10950145667364,326.4681818181818,18.4663117742211,30.857142857142858,127.80206588012317,8686
2100,3500,84.56315947878653,335.9318181818182,18.505126168346678,29.077406455298487,127.15910618162569,8984
2160,3500,83.91661278659474,344.5272727272727,17.663367588875317,31.362467866323907,127.23772271559899,9231
2220,3499,82.56470063323279,355.15,17.384268589163472,33.05714285714286,126.59963378618214,9532
2280,3500,82.82514973959499,365.43636363636364,17.223001469150994,35.70408454727221,125.9420830539486,9834
2340,3500,81.50778957437421,374.0772727272727,17.621916604201495,29.82005141388175,125.65208504556699,10112
2400,3500,80.70588402880782,383.7772727272727,17.88604784959269,31.21965152813482,124.92087553779174,10431
2460,3499,78.64628788304657,392.83181818181816,17.2791768408782,30.314285714285713,124.57389693727609,10719
2520,3500,80.8249207490348,403.21363636363634,18.707312683137577,30.53413310482719,124.50523675856763,10993
2580,3500,78.16635199498944,413.4227272727273,17.817978674182516,32.07654955726935,123.94095856605402,11299
2640,3500,79.50020303201191,422.51363636363635,18.199573530231145,32.27649243073407,123.57371047363418,11592
2700,3499,78.34366711973477,432.5090909090909,18.18719540077033,32.2,123.33270176672801,11875
2760,3500,78.21580463386711,442.4818181818182,17.040986205781525,35.70408454727221,122.74957348363188,12184
2820,3499,81.53009387362582,452.1227272727273,17.10850759928673,33.2,122.53097070703309,12464
2880,3500,81.50560613091662,462.4727272727273,18.805184935497035,30.591259640102827,122.13158548073648,12769
2940,3500,81.77185424821988,471.92727272727274,16.726682895896257,36.0182804912882,121.53034822839972,13087
3000,3499,81.14126701293472,481.5590909090909,17.319064103899066,32.628571428571426,121.27474889301915,13371
3060,3500,80.07330282353266,490.90909090909093,17.380535944750658,31.21965152813482,121.02031216847696,13664
3120,3500,78.70060994767292,501.17727272727274,17.63191765972805,32.84775778349043,120.8187625646631,13953
3180,3499,76.46129743605435,510.73636363636365,17.60961091096185,33.91428571428571,120.64164479488807,14237
3240,3499,78.3562342918912,521.0818181818182,18.154388475736457,32.82857142857143,120.45968022832189,14522
3300,3500,76.80081705464534,529.9863636363636,18.16709892330017,32.305055698371895,120.44340080895894,14789
3360,3499,73.63370600000638,539.6818181818181,17.77719468688974,33.31428571428572,120.19553029237912,15088
3420,3500,70.6179904377354,549.4090909090909,18.509442036203577,30.876892316481005,119.99915236745423,15379
3480,3500,70.97512281081745,559.3590909090909,17.773725675982927,31.162524992859183,119.94233731440099,15648
3540,3500,70.48595131408788,570.0363636363636,17.891619596375865,30.905455584118823,119.88119945585832,15924
3600,3499,70.60592494577422,579.6227272727273,18.106385384795196,31.142857142857142,119.6224691545557,16229
3660,3500,70.35995697378034,9.168181818181818,18.171403818536906,33.2762067980577,119.63698177590668,16489
3720,3499,71.96007418805296,19.845454545454544,17.72844413774858,32.65714285714286,119.17094400533388,16821
3780,3499,71.45458858930795,29.336363636363636,17.550668010162017,33.4,119.18613119811071,17082
3840,3500,75.32752854416128,38.872727272727275,17.31231224262114,36.275349900028566,119.00354148783066,17372
3900,3500,74.06677993112841,48.74545454545454,17.995169995991436,32.24792916309626,118.68494965449318,17687
3960,3499,75.52133078279513,58.42272727272727,18.04198410870831,31.542857142857144,118.63396657599644,17963
4020,3500,73.7983391356866,68.03636363636363,18.245316202269116,30.391316766638102,118.51175272150256,18251
4080,3500,70.79605650451411,77.64545454545454,17.198623109636845,33.19051699514424,118.46651447665307,18522
4140,3499,72.58505842365709,87.24090909090908,17.830050065551518,34.48571428571429,118.26247138431286,18817
4200,3499,71.75090307656853,96.59545454545454,18.249160640732008,28.97142857142857,118.10204773045345,19108
4260,3500,71.04035555873719,105.7909090909091,17.00465313269064,32.704941445301344,117.91612048223703,19406
4320,3500,71.13273458674223,113.6590909090909,17.459337303164354,32.61925164238789,117.87796907274587,19677
4380,3500,71.50839768272537,122.55,17.32829399714583,31.876606683804628,117.66137926151943,19980
4440,3500,70.52184476761768,131.47272727272727,18.02807531194382,30.591259640102827,117.62816452935432,20252
4500,3500,70.52429348341505,141.26363636363635,17.224117882424988,34.10454155955441,117.29416601730738,20575
4560,3500,71.3686396340708,151.73636363636365,17.45768506262494,34.50442730648386,117.07187807757835,20884
4620,3499,71.58360902704034,161.18636363636364,17.732748596810225,31.714285714285715,117.06643408275941,21157
4680,3500,69.53904182146464,170.9318181818182,17.053856291553732,32.1622393601828,117.09759121704614,21427
4740,3500,68.90368060440382,181.03181818181818,18.44525452928322,28.334761496715224,117.09510271596682,21705
4800,3500,69.367632710843,191.51363636363635,17.735390357641023,30.734075978291916,116.93175947352123,22003
4860,3500,72.08038581026989,201.23636363636365,17.111886564097578,34.27592116538132,116.83426468132963,22295
4920,3499,76.13563200582483,210.51818181818183,18.806785282043737,29.942857142857143,116.84030795021742,22571
4980,3500,74.75646776935943,220.78181818181818,17.97181636828366,30.248500428449013,116.67080607853961,22871
5040,3499,72.48251667766343,230.01818181818183,16.92714015233079,34.2,116.65330281811873,23146
5100,3500,75.08437371373299,240.83636363636364,18.240983491559614,31.84804341616681,116.58537289876016,23437
5160,3499,76.92433858251404,251.8409090909091,19.209023781696754,30.228571428571428,116.48502106511206,23736
5220,3499,75.22097718707556,262.3454545454546,18.39118861763365,29.228571428571428,116.2734954924741,24054
5280,3499,75.07233142280747,271.3727272727273,18.75489415848001,29.65714285714286,116.23234084958413,24343
5340,3499,75.8816334178744,282.1909090909091,18.976017552701187,27.62857142857143,116.2048012857829,24632
5400,3500,74.24637994896264,291.9227272727273,18.276692674783085,28.706083976006855,116.06859865409321,24937
5460,3500,74.5614814039349,301.1227272727273,17.146128061133133,30.648386175378462,115.99952527278047,25229
5520,3500,74.85722002945747,312.3681818181818,19.582643449301166,28.077692087974864,116.0563262781294,25501
5580,3500,75.54212771588516,321.93636363636364,17.153256700913104,31.96229648671808,115.95891271641781,25796
5640,3500,77.7021463812578,329.8181818181818,17.302522358702063,32.84775778349043,115.76558582110727,26112
5700,3500,75.3940966587041,339.95454545454544,18.150258630356248,31.819480148528992,115.53548787015109,26444
5760,3500,75.05905344875454,349.0863636363636,17.692529271125057,32.36218223364753,115.60668505523455,26702
5820,3499,73.24391313019979,358.09090909090907,16.57459425592081,34.285714285714285,115.47907901535093,27002
5880,3500,73.42493868324348,367.90909090909093,17.778141957922823,31.905169951442446,115.54822759200287,27269
5940,3500,72.29148381385983,376.5681818181818,18.193026442721987,28.991716652385033,115.57428017643652,27544
6000,3499,70.05748587265775,386.8636363636364,17.63823248534288,33.25714285714286,115.57730950729592,27823
6060,3500,73.68993770322612,396.8272727272727,18.014029312202137,30.991145387032276,115.58869267609504,28100
6120,3499,79.4902455306903,404.94545454545454,18.311939487233523,30.2,115.58755877265901,28378
6180,3500,76.8508157024805,414.33181818181816,16.894053021930183,34.418737503570405,115.42715410361025,28683
6240,3500,77.42856339375508,423.5681818181818,17.812485407321166,33.47614967152242,115.3534008058952,28973
6300,3500,80.06214495454596,432.4318181818182,17.365731254792603,30.67694944301628,115.260840800891,29268
6360,3500,78.78414927565548,442.53636363636366,17.6908579563826,32.93344758640389,115.24031274720217,29550
6420,3500,77.7978632351778,452.5090909090909,17.925384277301127,28.963153384747216,115.20249139574105,29832
6480,3500,75.75101509094627,463.1090909090909,18.925165008116263,29.93430448443302,115.11968615112974,30135
6540,3500,76.17698959260034,473.5772727272727,17.842720052801305,29.56298200514139,115.04375212949081,30432
6600,3500,74.67530189736088,484.0954545454546,18.462349721173293,30.362753499000284,115.06454108490615,30705
6660,3500,73.42705408939138,493.45,17.986342727321205,30.734075978291916,115.03968523843166,30989
6720,3499,73.62662369016998,503.0181818181818,17.959553321540962,32.22857142857143,114.99886359695842,31275
6780,3499,74.04929255713643,512.7818181818182,17.06596590972186,32.4,114.95324296957527,31562
6840,3500,75.63352777716125,522.0045454545455,18.30373809733036,32.56212510711225,114.90880495815087,31855
6900,3500,76.58864452351172,530.9454545454546,17.525331103943,34.47586403884604,114.78974068300779,32162
6960,3500,81.56304221640112,540.8545454545455,17.7872876957578,31.419594401599543,114.86951367914085,32421
7020,3500,83.56149906858393,550.5772727272728,17.406385414883665,34.96143958868895,114.81528838961411,32715
7080,3499,83.78196258717622,559.1454545454545,16.88795229142491,34.628571428571426,114.69722234756436,33016
7140,3500,82.18766982855814,568.8,18.559361284438097,30.962582119394458,114.7488026305329,33278
